id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
1725,CO,89,IAH,EWR,1,360,200,1
1726,DL,1106,SEA,SLC,1,360,120,1
1727,DL,2205,MDW,ATL,1,360,120,1
1728,DL,2280,STL,ATL,1,360,110,1
1729,DL,2581,SDF,ATL,1,360,84,1
1730,EV,4946,ABY,ATL,1,360,50,1
1731,EV,5460,MOB,ATL,1,360,77,1
1732,EV,5605,ROA,ATL,1,360,86,1
1733,EV,7378,DEN,CVG,1,360,158,1
1734,FL,359,LGA,ATL,1,360,160,1
1735,MQ,3357,MOB,DFW,1,360,115,1
1736,MQ,3512,MKE,DFW,1,360,165,1
1737,MQ,3748,ORD,MSP,1,360,85,1
1738,MQ,3807,ORD,ATL,1,360,120,1
1739,MQ,3908,CRW,ORD,1,360,105,1
1740,MQ,3914,ICT,ORD,1,360,105,1
1741,MQ,4223,ROC,ORD,1,360,125,1
1742,MQ,4260,BWI,ORD,1,360,140,1
1743,MQ,4275,MSN,ORD,1,360,55,1
1744,OH,6560,ORD,JFK,1,360,133,1
1745,OO,4611,SAT,SLC,1,360,175,1
1746,OO,4662,ABQ,SLC,1,360,99,1
1747,OO,4765,LAS,LAX,1,360,75,1
1748,OO,6270,GEG,SFO,1,360,136,1
1749,OO,6315,BOI,SFO,1,360,112,1
1750,OO,6345,PSC,SFO,1,360,125,1
1751,OO,6399,ORD,MCI,1,360,88,1
1752,OO,6482,MRY,DEN,1,360,146,1
1753,OO,6612,SLC,DEN,1,360,93,1
1754,OO,6930,ORD,TYS,1,360,87,1
1755,OO,6948,COS,ORD,1,360,146,1
1756,OO,7006,EUG,PDX,1,360,41,1
1757,OO,7763,PIH,SLC,1,360,48,1
1758,UA,707,ORD,DEN,1,360,160,1
1759,US,1050,RDU,CLT,1,360,57,1
1760,US,1296,STL,CLT,1,360,113,1
1761,US,1997,ORD,CLT,1,360,118,1
1762,US,952,FLL,PHL,1,360,157,1
1763,WN,1851,ONT,OAK,1,360,80,1
1764,WN,2643,SMF,LAX,1,360,80,1
1765,WN,367,MDW,BNA,1,360,85,1
1766,XE,2081,COS,IAH,1,360,137,1
1767,XE,2614,CMH,EWR,1,360,97,1
1768,XE,3037,CHS,IAH,1,360,167,1
1769,XE,3047,BHM,IAH,1,360,116,1
1770,XE,5941,TUL,ORD,1,360,113,1
1771,XE,5984,TYS,IAD,1,360,95,1
1772,YV,7238,ORD,JAX,1,360,135,1
1773,UA,635,RDU,ORD,1,362,139,1
1774,B6,740,PSE,JFK,1,363,237,1
1775,XE,2006,GSO,EWR,1,363,89,1
1776,OO,6495,COS,LAX,1,364,161,1
1777,AA,1331,MCI,DFW,1,365,105,1
1778,AA,1938,MSP,MIA,1,365,225,1
1779,CO,151,RDU,IAH,1,365,180,1
1780,OO,6750,ORD,ATL,1,365,124,1
1781,UA,524,ORD,BOS,1,365,139,1
1782,UA,68,LAX,ORD,1,365,243,1
1783,WN,1136,LAS,LAX,1,365,65,1
1784,WN,1426,STL,DAL,1,365,110,1
1785,WN,1687,STL,DEN,1,365,150,1
1786,WN,2557,STL,MDW,1,365,65,1
1787,WN,2885,LAS,DEN,1,365,115,1
1788,WN,3842,LAS,PHX,1,365,70,1
1789,WN,410,CMH,MDW,1,365,70,1
1790,XE,2696,DAY,CLE,1,365,54,1
1791,AA,398,ORD,LGA,1,370,120,1
1792,AA,488,SEA,DFW,1,370,230,1
1793,AS,151,ANC,OTZ,1,370,95,1
1794,DL,2865,BUF,ATL,1,370,154,1
1795,DL,328,JAN,ATL,1,370,83,1
1796,EV,7106,ROC,IAD,1,370,80,1
1797,MQ,4152,AZO,ORD,1,370,60,1
1798,OH,6770,IND,DCA,1,370,100,1
1799,OO,4531,FCA,SLC,1,370,97,1
1800,OO,6850,ORD,MBS,1,370,60,1
1801,UA,893,BOS,SFO,1,370,410,1
1802,WN,1105,LAS,MDW,1,370,215,1
1803,WN,3762,MSP,STL,1,370,105,1
1804,WN,379,OAK,SEA,1,370,125,1
1805,WN,682,AUS,DEN,1,370,140,1
1806,WN,821,OAK,LAX,1,370,75,1
1807,UA,796,RDU,IAD,1,373,69,1
1808,9E,3751,ROC,DTW,1,375,103,1
1809,9E,3946,MSN,MEM,1,375,118,1
1810,9E,4259,PLN,DTW,1,375,95,1
1811,AA,2258,SAT,DFW,1,375,65,1
1812,B6,1249,BOS,IAD,1,375,100,1
1813,CO,223,SEA,IAH,1,375,245,1
1814,DL,1762,BNA,DTW,1,375,126,1
1815,DL,2154,LAX,ATL,1,375,253,1
1816,F9,319,DCA,MKE,1,375,130,1
1817,OO,4553,LAX,LAS,1,375,70,1
1818,WN,1199,OKC,HOU,1,375,85,1
1819,WN,1320,LAS,SEA,1,375,165,1
1820,WN,1628,DAL,HOU,1,375,60,1
1821,WN,3756,LAX,SMF,1,375,80,1
1822,WN,532,PHX,MDW,1,375,200,1
1823,WN,685,OMA,STL,1,375,70,1
1824,WN,756,MDW,MCI,1,375,95,1
1825,WN,912,OAK,SNA,1,375,85,1
1826,XE,2072,RIC,IAH,1,375,199,1
1827,XE,2853,DAY,EWR,1,375,108,1
1828,UA,472,SMF,ORD,1,376,245,1
1829,9E,4138,BUF,DTW,1,380,85,1
1830,AA,1096,SAN,ORD,1,380,250,1
1831,AA,1466,DFW,BOS,1,380,200,1
1832,AA,496,ORD,DCA,1,380,99,1
1833,B6,1321,BOS,BWI,1,380,89,1
1834,DL,1756,SAT,MSP,1,380,168,1
1835,MQ,2985,AGS,DFW,1,380,175,1
1836,OO,6832,SBA,SFO,1,380,88,1
1837,US,1269,JFK,CLT,1,380,120,1
1838,WN,1329,ONT,SMF,1,380,90,1
1839,WN,2552,RNO,LAS,1,380,80,1
1840,WN,496,PDX,DEN,1,380,145,1
1841,WN,758,DAL,LIT,1,380,60,1
1842,WN,831,PHL,MDW,1,380,135,1
1843,CO,1599,EWR,IAH,1,381,254,1
1844,DL,1260,GEG,SLC,1,384,110,1
1845,9E,3928,PIA,DTW,1,385,93,1
1846,AA,1462,MCI,ORD,1,385,95,1
1847,AA,419,BOS,DFW,1,385,270,1
1848,AS,304,SEA,SFO,1,385,133,1
1849,CO,1437,TPA,IAH,1,385,142,1
1850,CO,651,AUS,EWR,1,385,205,1
1851,MQ,2830,PNS,DFW,1,385,125,1
1852,OO,4551,RDM,SLC,1,385,101,1
1853,WN,1633,LAS,TUS,1,385,75,1
1854,WN,2102,LAS,SJC,1,385,85,1
1855,WN,219,SMF,LAS,1,385,80,1
1856,WN,3073,PVD,BWI,1,385,90,1
1857,WN,579,LAX,OAK,1,385,80,1
1858,WN,703,DAL,TUL,1,385,60,1
1859,WN,792,DTW,BNA,1,385,105,1
1860,XE,2377,DSM,IAH,1,385,150,1
1861,XE,5970,TVC,ORD,1,385,79,1
1862,YV,2702,SBP,PHX,1,385,94,1
1863,9E,3669,SGF,MEM,1,390,75,1
1864,9E,3974,TVC,DTW,1,390,82,1
1865,9E,4001,ORD,MEM,1,390,115,1
1866,9E,4211,STL,MEM,1,390,75,1
1867,9E,4251,RDU,CVG,1,390,100,1
1868,AA,2401,DFW,LAX,1,390,205,1
1869,AS,502,SEA,SNA,1,390,161,1
1870,CO,1116,EWR,BOS,1,390,72,1
1871,CO,501,IND,IAH,1,390,147,1
1872,DL,1981,MSP,MEM,1,390,125,1
1873,DL,2061,PHL,ATL,1,390,140,1
1874,DL,2853,HSV,ATL,1,390,80,1
1875,DL,2960,MIA,ATL,1,390,127,1
1876,EV,5413,ATW,ATL,1,390,138,1
1877,FL,715,CAK,LGA,1,390,98,1
1878,MQ,2943,DFW,CVG,1,390,130,1
1879,MQ,3203,DFW,AMA,1,390,75,1
1880,MQ,4436,BNA,DCA,1,390,105,1
1881,OH,6658,CMH,DCA,1,390,81,1
1882,OO,4575,OKC,SLC,1,390,142,1
1883,OO,4881,MKE,MEM,1,390,115,1
1884,OO,7011,SMX,LAX,1,390,57,1
1885,OO,7800,TWF,SLC,1,390,55,1
1886,UA,677,ORD,LGA,1,390,126,1
1887,UA,837,DFW,SFO,1,390,241,1
1888,US,1085,LAS,CLT,1,390,245,1
1889,US,654,JFK,PHX,1,390,349,1
1890,WN,1092,MDW,STL,1,390,65,1
1891,WN,1107,LIT,STL,1,390,70,1
1892,WN,1326,MHT,MDW,1,390,165,1
1893,WN,1683,SAN,SJC,1,390,90,1
1894,WN,1751,HOU,STL,1,390,115,1
1895,WN,1868,OMA,MDW,1,390,85,1
1896,WN,201,DAL,HOU,1,390,60,1
1897,WN,2264,BNA,BWI,1,390,100,1
1898,WN,2442,DAL,AUS,1,390,55,1
1899,WN,2459,OKC,DEN,1,390,100,1
1900,WN,249,SJC,LAX,1,390,75,1
1901,WN,2,HOU,DAL,1,390,55,1
1902,WN,3485,CLE,BNA,1,390,100,1
1903,WN,760,PVD,MDW,1,390,165,1
1904,XE,3030,CRP,IAH,1,390,59,1
1905,OO,7767,GCC,RKS,1,393,142,1
1906,CO,1563,RSW,IAH,1,395,150,1
1907,CO,193,MCO,EWR,1,395,150,1
1908,DL,1490,MSP,DTW,1,395,114,1
1909,FL,561,BMI,ATL,1,395,112,1
1910,OH,6643,BOS,DCA,1,395,110,1
1911,OO,4458,BZN,SLC,1,395,75,1
1912,OO,4869,MEM,SLC,1,395,206,1
1913,WN,1147,LAX,SJC,1,395,65,1
1914,WN,3307,BDL,MDW,1,395,160,1
1915,WN,3854,PHX,PDX,1,395,175,1
1916,WN,752,HOU,DEN,1,395,155,1
1917,WN,7,MCI,DAL,1,395,95,1
1918,WN,806,OAK,PDX,1,395,105,1
1919,UA,37,MCO,SFO,1,397,369,1
1920,XE,2367,DAY,IAH,1,398,171,1
1921,AS,560,PDX,LAX,1,400,137,1
1922,AS,634,PDX,PHX,1,400,158,1
1923,US,1558,PHX,CLT,2,15,222,0
1924,AA,2400,LAX,DFW,2,20,165,0
1925,AA,2466,SFO,DFW,2,20,195,0
1926,AS,108,ANC,SEA,2,30,202,0
1927,AA,2538,LAS,ORD,2,40,200,0
1928,CO,223,ANC,SEA,2,49,201,0
1929,AA,532,LAS,DFW,2,50,145,0
1930,DL,1646,PHX,ATL,2,50,210,0
1931,DL,2055,SLC,ATL,2,50,210,0
1932,AA,2408,LAX,DFW,2,55,170,0
1933,AS,132,ANC,PDX,2,55,215,0
1934,US,498,DEN,CLT,2,55,179,0
1935,B6,98,DEN,JFK,2,59,213,0
1936,CO,1496,LAS,IAH,2,60,162,0
1937,CO,507,ONT,IAH,2,75,167,0
1938,AS,128,FAI,SEA,2,80,206,0
1939,DL,2223,ANC,SLC,2,85,270,0
1940,AS,112,ANC,SEA,2,90,200,0
1941,DL,1820,LAX,MEM,2,100,216,0
1942,US,122,ANC,PHX,2,113,327,0
1943,AS,114,ANC,SEA,2,150,200,0
1944,B6,766,BQN,MCO,2,240,169,0
1945,B6,768,PSE,MCO,2,262,180,0
1946,OO,4746,BIS,MSP,2,300,85,0
1947,OO,6466,IYK,LAX,2,300,53,0
1948,US,1011,EWR,CLT,2,300,111,0
1949,US,1983,BOS,CLT,2,300,135,0
1950,HA,108,HNL,KOA,2,302,41,0
1951,HA,102,HNL,ITO,2,305,49,0
1952,OH,6338,GSO,ATL,2,315,93,0
1953,US,149,SEA,PHX,2,315,166,0
1954,US,1640,MCO,CLT,2,315,97,0
1955,US,908,TPA,CLT,2,315,96,0
1956,HA,106,HNL,OGG,2,317,36,0
1957,9E,3854,DLH,MSP,2,320,58,0
1958,DL,1276,MSP,ATL,2,320,158,0
1959,OO,4651,FAR,MSP,2,320,62,0
1960,CO,1585,MFE,IAH,2,325,64,0
1961,CO,222,MSY,IAH,2,325,70,0
1962,OO,4793,PSC,SLC,2,325,90,0
1963,US,1521,BWI,CLT,2,325,83,0
1964,9E,3702,RST,MSP,2,330,50,0
1965,9E,3775,ALB,DTW,2,330,120,0
1966,AA,1711,BOS,MIA,2,330,210,0
1967,CO,611,EWR,IAH,2,330,233,0
1968,DL,1143,CHS,ATL,2,330,72,0
1969,DL,1511,MSN,DTW,2,330,80,0
1970,DL,1518,MCO,ATL,2,330,86,0
1971,DL,1698,JAX,ATL,2,330,80,0
1972,DL,1842,SAT,ATL,2,330,142,0
1973,DL,1972,TPA,ATL,2,330,85,0
1974,DL,2054,PNS,ATL,2,330,75,0
1975,DL,2112,BHM,ATL,2,330,58,0
1976,DL,2306,LIT,ATL,2,330,97,0
1977,DL,2711,SAV,ATL,2,330,65,0
1978,DL,2995,BNA,ATL,2,330,67,0
1979,EV,4940,OMA,ATL,2,330,147,0
1980,EV,5014,ICT,ATL,2,330,132,0
1981,EV,5044,ECP,ATL,2,330,68,0
1982,EV,5062,HSV,ATL,2,330,53,0
1983,EV,5117,DHN,ATL,2,330,70,0
1984,EV,5393,MGM,ATL,2,330,57,0
1985,EV,5532,CAE,ATL,2,330,64,0
1986,EV,7108,PWM,IAD,2,330,114,0
1987,OO,6917,ACV,SMF,2,330,65,0
1988,OO,7781,EKO,SLC,2,330,70,0
1989,US,1289,BOS,PHL,2,330,84,0
1990,US,1420,PHL,CLT,2,330,102,0
1991,US,1732,ATL,CLT,2,330,68,0
1992,US,347,PDX,PHX,2,330,148,0
1993,US,913,RIC,CLT,2,330,72,0
1994,XE,2263,BTR,IAH,2,330,72,0
1995,XE,3024,HRL,IAH,2,330,70,0
1996,YV,2605,MYR,CLT,2,330,62,0
1997,HA,103,HNL,LIH,2,331,35,0
1998,UA,576,SEA,DEN,2,331,159,0
1999,OO,6644,TUS,DEN,2,333,112,0
2000,9E,3725,TVC,DTW,2,335,75,0
2001,CO,463,ORD,IAH,2,335,164,0
2002,OH,6423,DAY,DTW,2,335,75,0
2003,XE,2865,MKE,IAH,2,335,174,0
2004,EV,7123,BTV,IAD,2,336,110,0
2005,9E,3998,TLH,ATL,2,338,68,0
2006,9E,4196,TYS,ATL,2,340,57,0
2007,CO,214,DFW,IAH,2,340,59,0
2008,DL,2123,BOS,DTW,2,340,144,0
2009,DL,2597,RIC,ATL,2,340,109,0
2010,DL,2626,FLL,ATL,2,340,118,0
2011,DL,684,AUS,ATL,2,340,134,0
2012,XE,2616,LRD,IAH,2,340,66,0
2013,XE,3006,BRO,IAH,2,340,70,0
2014,XE,3015,CRP,IAH,2,340,59,0
2015,9E,3659,ALB,ATL,2,345,183,0
2016,9E,3862,SAT,MEM,2,345,119,0
2017,9E,4143,FWA,DTW,2,345,59,0
2018,AA,1141,JFK,MIA,2,345,190,0
2019,AA,1297,DFW,MIA,2,345,160,0
2020,AA,2320,DFW,ORD,2,345,140,0
2021,CO,1677,PHL,IAH,2,345,219,0
2022,CO,1727,BWI,IAH,2,345,208,0
2023,CO,240,AUS,IAH,2,345,55,0
2024,CO,278,SAT,IAH,2,345,54,0
2025,CO,633,LGA,IAH,2,345,235,0
2026,DL,1095,OKC,ATL,2,345,127,0
2027,DL,1112,PIT,ATL,2,345,131,0
2028,DL,1506,LAX,DTW,2,345,270,0
2029,DL,2320,PBI,ATL,2,345,113,0
2030,DL,2481,ORF,ATL,2,345,120,0
2031,DL,2710,DFW,ATL,2,345,132,0
2032,EV,5142,AEX,ATL,2,345,119,0
2033,EV,5362,SHV,ATL,2,345,123,0
2034,EV,5501,VLD,ATL,2,345,62,0
2035,FL,557,BUF,ATL,2,345,150,0
2036,OH,6264,BDL,CVG,2,345,133,0
2037,OH,6549,MFE,MEM,2,345,118,0
2038,OO,6407,FAT,SFO,2,345,45,0
2039,OO,6523,PHX,LAX,2,345,85,0
2040,OO,6647,BZN,DEN,2,345,107,0
2041,OO,6964,RDM,PDX,2,345,58,0
2042,US,1423,DCA,CLT,2,345,85,0
2043,XE,2919,LFT,IAH,2,345,58,0
2044,XE,5951,CAK,ORD,2,345,95,0
2045,OO,6480,IPL,YUM,2,346,34,0
2046,OO,6843,EAU,CWA,2,346,32,0
2047,UA,756,SFO,DEN,2,348,158,0
2048,OO,3099,OMA,MKE,2,349,81,0
2049,9E,3718,ERI,DTW,2,350,65,0
2050,B6,107,BUF,JFK,2,350,83,0
2051,DL,1248,IAH,ATL,2,350,130,0
2052,DL,1985,DAY,ATL,2,350,114,0
2053,DL,2387,MKE,ATL,2,350,129,0
2054,DL,2405,PHL,DTW,2,350,115,0
2055,MQ,2734,ABI,DFW,2,350,50,0
2056,MQ,3014,FAT,LAX,2,350,65,0
2057,MQ,3332,LBB,DFW,2,350,70,0
2058,MQ,3632,CLT,MIA,2,350,120,0
2059,MQ,3781,LIT,ORD,2,350,105,0
2060,MQ,3842,MSP,ORD,2,350,95,0
2061,MQ,3892,PHL,ORD,2,350,140,0
2062,OH,6498,ORD,ATL,2,350,128,0
2063,OH,6629,GRR,DTW,2,350,61,0
2064,9E,4391,MBS,DTW,2,351,59,0
2065,HA,218,HNL,KOA,2,352,41,0
2066,OO,6642,MOD,SFO,2,352,38,0
2067,9E,3935,EWR,DTW,2,355,130,0
2068,9E,4200,TYS,CVG,2,355,64,0
2069,9E,4274,AMA,MEM,2,355,120,0
2070,B6,735,JFK,BQN,2,355,215,0
2071,DL,2356,RDU,DTW,2,355,125,0
2072,DL,377,BDL,DTW,2,355,130,0
2073,FL,331,PHL,ATL,2,355,140,0
2074,HA,202,HNL,ITO,2,355,49,0
2075,MQ,2864,SGF,DFW,2,355,90,0
2076,OH,6414,AZO,DTW,2,355,58,0
2077,OO,7014,RDM,SFO,2,355,101,0
2078,9E,3668,TYS,LGA,2,360,131,0
2079,9E,3724,ABE,DTW,2,360,115,0
2080,9E,3755,SWF,DTW,2,360,120,0
2081,9E,3757,BGM,DTW,2,360,103,0
2082,9E,3795,SBN,CVG,2,360,60,0
2083,9E,3845,AVP,DTW,2,360,105,0
2084,9E,3850,FNT,DTW,2,360,48,0
2085,9E,3893,FWA,ATL,2,360,115,0
2086,9E,3923,IAH,MEM,2,360,95,0
2087,9E,3957,ATW,MSP,2,360,76,0
2088,9E,3985,DSM,MEM,2,360,100,0
2089,9E,4026,ORF,DTW,2,360,125,0
2090,9E,4239,ITH,DTW,2,360,97,0
2091,9E,4272,ECP,MEM,2,360,90,0
2092,AA,1056,TUL,DFW,2,360,70,0
2093,AA,1140,SAT,DFW,2,360,65,0
2094,AA,1143,TPA,DFW,2,360,170,0
2095,AA,1215,DCA,DFW,2,360,210,0
2096,AA,1225,COS,DFW,2,360,120,0
2097,AA,1406,OMA,DFW,2,360,125,0
2098,AA,1596,PDX,DFW,2,360,225,0
2099,AA,1602,ELP,DFW,2,360,100,0
2100,AA,1615,BDL,DFW,2,360,260,0
2101,AA,1631,MSY,MIA,2,360,105,0
2102,AA,1670,AUS,ORD,2,360,165,0
2103,AA,1755,ABQ,DFW,2,360,105,0
2104,AA,1839,OKC,DFW,2,360,60,0
2105,AA,1843,BOS,ORD,2,360,175,0
2106,AA,1878,SMF,DFW,2,360,205,0
2107,AA,1895,LGA,MIA,2,360,190,0
2108,AA,1921,EWR,MIA,2,360,185,0
2109,AA,1965,STL,DFW,2,360,115,0
2110,AA,1994,IAH,MIA,2,360,135,0
2111,AA,2037,BNA,MIA,2,360,135,0
2112,AA,2060,SEA,ORD,2,360,245,0
2113,AA,2103,IAD,MIA,2,360,160,0
2114,AA,2299,DTW,MIA,2,360,190,0
2115,AA,2301,ORD,DFW,2,360,150,0
2116,AA,445,DCA,ORD,2,360,125,0
2117,AA,526,SFO,DFW,2,360,215,0
2118,AA,528,LAX,MIA,2,360,280,0
2119,AA,548,LAX,ORD,2,360,240,0
2120,AA,552,SFO,MIA,2,360,315,0
2121,AA,654,PHX,DFW,2,360,130,0
2122,AA,708,AUS,DFW,2,360,60,0
2123,AS,454,SEA,LAX,2,360,150,0
2124,AS,55,ANC,FAI,2,360,58,0
2125,AS,600,SEA,LAS,2,360,143,0
2126,AS,62,FAI,ANC,2,360,70,0
2127,B6,1001,BOS,JFK,2,360,71,0
2128,B6,1224,RDU,BOS,2,360,101,0
2129,B6,19,BTV,JFK,2,360,84,0
2130,B6,247,OAK,LGB,2,360,77,0
2131,B6,442,TPA,BOS,2,360,167,0
2132,B6,45,ROC,JFK,2,360,83,0
2133,B6,52,MCO,JFK,2,360,141,0
2134,B6,701,JFK,SJU,2,360,218,0
2135,CO,1045,CLE,IAH,2,360,190,0
2136,CO,1428,CLT,IAH,2,360,180,0
2137,CO,1617,MCI,IAH,2,360,119,0
2138,CO,1810,SMF,IAH,2,360,220,0
2139,CO,1815,OMA,IAH,2,360,138,0
2140,CO,308,PDX,IAH,2,360,238,0
2141,CO,759,DCA,IAH,2,360,206,0
2142,CO,89,IAH,EWR,2,360,200,0
2143,DL,1084,ANC,MSP,2,360,326,0
2144,DL,1106,SEA,SLC,2,360,120,0
2145,DL,1157,CMH,ATL,2,360,110,0
2146,DL,1297,JFK,ATL,2,360,168,0
2147,DL,1301,IND,ATL,2,360,105,0
2148,DL,1401,BOS,ATL,2,360,190,0
2149,DL,1447,LGA,ATL,2,360,167,0
2150,DL,1580,SFO,ATL,2,360,270,0
2151,DL,1602,LAS,ATL,2,360,223,0
2152,DL,1625,BWI,ATL,2,360,120,0
2153,DL,1767,CLT,DTW,2,360,115,0
2154,DL,1831,PDX,SLC,2,360,107,0
2155,DL,1889,CVG,ATL,2,360,103,0
2156,DL,2205,MDW,ATL,2,360,120,0
2157,DL,2264,DFW,MEM,2,360,92,0
2158,DL,2437,CLT,ATL,2,360,82,0
2159,DL,2480,SEA,DTW,2,360,253,0
2160,DL,2525,BOS,MSP,2,360,205,0
2161,DL,2530,BZN,MSP,2,360,138,0
2162,DL,2581,SDF,ATL,2,360,84,0
2163,DL,2806,SFO,MSP,2,360,222,0
2164,DL,2816,LAS,DTW,2,360,233,0
2165,DL,725,SFO,SLC,2,360,113,0
2166,EV,4942,JAX,DCA,2,360,112,0
2167,EV,4946,ABY,ATL,2,360,50,0
2168,EV,4998,XNA,ATL,2,360,119,0
2169,EV,5011,ROA,DTW,2,360,98,0
2170,EV,5027,MLI,ATL,2,360,130,0
2171,EV,5079,LYH,ATL,2,360,85,0
2172,EV,5141,EVV,ATL,2,360,80,0
2173,EV,5169,HPN,ATL,2,360,151,0
2174,EV,5257,BDL,DCA,2,360,84,0
2175,EV,5275,FAY,ATL,2,360,86,0
2176,EV,5313,EWN,ATL,2,360,98,0
2177,EV,5316,CSG,ATL,2,360,44,0
2178,EV,5366,SGF,ATL,2,360,119,0
2179,EV,5374,CAK,ATL,2,360,109,0
2180,CO,269,SFO,IAH,2,15,205,1
2181,CO,1094,LAX,IAH,2,30,181,1
2182,HA,17,LAS,HNL,2,100,380,1
2183,CO,315,BQN,EWR,2,165,246,1
2184,HA,206,HNL,OGG,2,300,36,1
2185,9E,3975,GFK,MSP,2,305,68,1
2186,OO,6505,LMT,SFO,2,315,95,1
2187,EV,4966,VPS,ATL,2,325,69,1
2188,XE,2827,MAF,IAH,2,325,85,1
2189,OO,4719,LWS,SLC,2,328,87,1
2190,9E,3886,DSM,ATL,2,330,135,1
2191,YV,7294,SBN,ORD,2,334,46,1
2192,9E,3804,CLE,ATL,2,335,128,1
2193,AA,674,ORD,MIA,2,335,185,1
2194,B6,728,BQN,JFK,2,335,231,1
2195,EV,5038,CAK,DTW,2,335,76,1
2196,OO,6698,MFR,PDX,2,335,74,1
2197,EV,5583,CHA,ATL,2,340,47,1
2198,MQ,4563,CMH,LGA,2,340,100,1
2199,9E,3949,PVD,DTW,2,345,135,1
2200,DL,2939,DCA,ATL,2,345,120,1
2201,EV,5218,SYR,ATL,2,345,158,1
2202,EV,5233,BTR,ATL,2,345,97,1
2203,DL,734,MCI,ATL,2,350,129,1
2204,EV,5165,AGS,ATL,2,350,60,1
2205,MQ,2796,GRR,DFW,2,350,175,1
2206,MQ,4013,LEX,ORD,2,350,95,1
2207,9E,3836,OMA,DTW,2,355,145,1
2208,9E,3955,LBB,MEM,2,355,119,1
2209,9E,3871,BHM,DTW,2,360,125,1
2210,9E,3875,GSP,DTW,2,360,115,1
2211,9E,4324,DCA,JFK,2,360,82,1
2212,AA,1584,LAS,DFW,2,360,160,1
2213,AS,81,SEA,ANC,2,360,219,1
2214,B6,1133,SYR,JFK,2,360,85,1
2215,B6,155,JFK,MCO,2,360,168,1
2216,B6,1695,BOS,MCO,2,360,192,1
2217,B6,68,FLL,JFK,2,360,160,1
2218,CO,469,SFO,IAH,2,360,225,1
2219,DL,1181,RSW,ATL,2,360,110,1
2220,DL,1371,BOS,LGA,2,360,68,1
2221,DL,1504,MCI,DTW,2,360,118,1
2222,DL,1949,RDU,ATL,2,360,87,1
2223,DL,2280,STL,ATL,2,360,110,1
2224,EV,4979,TRI,ATL,2,360,67,1
2225,EV,5265,SYR,DTW,2,360,115,1
2226,EV,5564,ILM,ATL,2,360,88,1
2227,EV,7075,DTW,IAD,2,360,90,1
2228,EV,7086,DAY,IAD,2,360,90,1
2229,EV,7097,CMH,ORD,2,360,82,1
2230,FL,429,PNS,ATL,2,360,75,1
2231,FL,630,DAY,BWI,2,360,92,1
2232,MQ,3768,EWR,ORD,2,360,165,1
2233,MQ,3939,BNA,ORD,2,360,105,1
2234,MQ,4382,BOS,JFK,2,360,79,1
2235,MQ,4625,LGA,RDU,2,360,100,1
2236,MQ,4629,RDU,LGA,2,360,95,1
2237,MQ,4650,LGA,ATL,2,360,150,1
2238,MQ,4697,DTW,LGA,2,360,100,1
2239,OH,6634,GRR,LGA,2,360,119,1
2240,OH,6655,OMA,MEM,2,360,114,1
2241,OO,6405,PDX,SFO,2,360,105,1
2242,OO,6930,ORD,TYS,2,360,87,1
2243,OO,6978,SPI,ORD,2,360,60,1
2244,OO,7768,SGU,SLC,2,360,73,1
2245,UA,384,IAH,DEN,2,360,150,1
2246,UA,668,ORD,LGA,2,360,127,1
2247,UA,707,ORD,DEN,2,360,160,1
2248,US,12,SMF,PHX,2,360,109,1
2249,XE,2644,GPT,IAH,2,360,81,1
2250,XE,5949,BTV,ORD,2,360,159,1
2251,OO,6818,AVL,ORD,2,361,109,1
2252,XE,5902,PIA,ORD,2,362,63,1
2253,B6,740,PSE,JFK,2,363,237,1
2254,XE,2006,GSO,EWR,2,363,89,1
2255,HA,205,OGG,HNL,2,364,33,1
2256,AA,2127,PHL,MIA,2,365,175,1
2257,CO,1831,PBI,IAH,2,365,163,1
2258,MQ,3894,XNA,ORD,2,365,100,1
2259,OO,6232,FAT,LAS,2,365,77,1
2260,WN,1481,BNA,DEN,2,365,185,1
2261,WN,1772,SFO,SAN,2,365,85,1
2262,WN,317,MDW,DEN,2,365,170,1
2263,AA,1723,BWI,MIA,2,370,160,1
2264,MQ,4076,FAR,ORD,2,370,130,1
2265,OO,4756,MCI,SLC,2,370,162,1
2266,OO,6367,CRW,ORD,2,370,97,1
2267,WN,3684,SAT,DEN,2,370,145,1
2268,XE,3081,BTV,EWR,2,373,77,1
2269,9E,3692,FSD,DTW,2,375,130,1
2270,9E,3751,ROC,DTW,2,375,103,1
2271,9E,3815,PNS,MEM,2,375,91,1
2272,9E,3997,MLI,MEM,2,375,96,1
2273,9E,4388,IAD,DTW,2,375,108,1
2274,9E,4390,CID,DTW,2,375,106,1
2275,DL,1999,MCI,MEM,2,375,86,1
2276,EV,5182,GNV,ATL,2,375,75,1
2277,EV,5611,LEX,ATL,2,375,85,1
2278,EV,7393,DCA,CVG,2,375,98,1
2279,US,1626,CLT,LGA,2,375,100,1
2280,WN,2377,PIT,MCO,2,375,150,1
2281,WN,3756,LAX,SMF,2,375,80,1
2282,WN,3915,AUS,HOU,2,375,50,1
2283,WN,568,BHM,PHX,2,375,240,1
2284,WN,756,MDW,MCI,2,375,95,1
2285,WN,912,OAK,SNA,2,375,85,1
2286,OO,6512,PSP,LAX,2,377,47,1
2287,OO,6568,SAN,LAX,2,378,52,1
2288,9E,3779,FSM,MEM,2,380,67,1
